Date,Close,Open,High,Low,delta
30-Nov-08,3.098,3.098,3.098,3.098,0.2240
23-Nov-08,3.322,3.322,3.322,3.322,0.1440
16-Nov-08,3.466,3.466,3.466,3.466,0.1700
9-Nov-08,3.636,3.636,3.636,3.636,0.0810
2-Nov-08,3.717,3.717,3.717,3.717,0.0370
26-Oct-08,3.754,3.754,3.754,3.754,-0.1150
19-Oct-08,3.639,3.639,3.639,3.639,0.0860
12-Oct-08,3.725,3.725,3.725,3.725,0.0680
5-Oct-08,3.793,3.793,3.793,3.793,-0.2110
28-Sep-08,3.582,3.582,3.582,3.582,0.1030
21-Sep-08,3.685,3.685,3.685,3.685,0.0070
14-Sep-08,3.692,3.692,3.692,3.692,-0.0920
7-Sep-08,3.6,3.6,3.6,3.6,-0.1200
31-Aug-08,3.48,3.48,3.48,3.48,0.0540
24-Aug-08,3.534,3.534,3.534,3.534,0.0780
17-Aug-08,3.612,3.612,3.612,3.612,-0.0400
10-Aug-08,3.572,3.572,3.572,3.572,0.0390
3-Aug-08,3.611,3.611,3.611,3.611,0.0520
27-Jul-08,3.663,3.663,3.663,3.663,0.1800
20-Jul-08,3.843,3.843,3.843,3.843,-0.0410
13-Jul-08,3.802,3.802,3.802,3.802,-0.0230
6-Jul-08,3.779,3.779,3.779,3.779,-0.0720
29-Jun-08,3.707,3.707,3.707,3.707,-0.0090
22-Jun-08,3.698,3.698,3.698,3.698,0.1350
15-Jun-08,3.833,3.833,3.833,3.833,0.0600
8-Jun-08,3.893,3.893,3.893,3.893,-0.2420
1-Jun-08,3.651,3.651,3.651,3.651,0.0590
25-May-08,3.71,3.71,3.71,3.71,-0.0780
18-May-08,3.632,3.632,3.632,3.632,-0.0570
11-May-08,3.575,3.575,3.575,3.575,0.0110
4-May-08,3.586,3.586,3.586,3.586,0.0220
27-Apr-08,3.608,3.608,3.608,3.608,0.1490
20-Apr-08,3.757,3.757,3.757,3.757,-0.0710
13-Apr-08,3.686,3.686,3.686,3.686,-0.1330
6-Apr-08,3.553,3.553,3.553,3.553,-0.0240
30-Mar-08,3.529,3.529,3.529,3.529,-0.0810
23-Mar-08,3.448,3.448,3.448,3.448,-0.0090
16-Mar-08,3.439,3.439,3.439,3.439,0.0730
9-Mar-08,3.512,3.512,3.512,3.512,0.0450
2-Mar-08,3.557,3.557,3.557,3.557,0.1510
24-Feb-08,3.708,3.708,3.708,3.708,0.1550
17-Feb-08,3.863,3.863,3.863,3.863,0.0220
10-Feb-08,3.885,3.885,3.885,3.885,-0.0280
3-Feb-08,3.857,3.857,3.857,3.857,0.0200
27-Jan-08,3.877,3.877,3.877,3.877,0.0680
20-Jan-08,3.945,3.945,3.945,3.945,-0.1730
13-Jan-08,3.772,3.772,3.772,3.772,0.0980
6-Jan-08,3.87,3.87,3.87,3.87,0.0560
30-Dec-07,3.926,3.926,3.926,3.926,0.1610
23-Dec-07,4.087,4.087,4.087,4.087,-0.0880
16-Dec-07,3.999,3.999,3.999,3.999,0.1490
9-Dec-07,4.148,4.148,4.148,4.148,-0.1830
2-Dec-07,3.965,3.965,3.965,3.965,0.0070
25-Nov-07,3.972,3.972,3.972,3.972,0.0170
18-Nov-07,3.989,3.989,3.989,3.989,0.1290
11-Nov-07,4.118,4.118,4.118,4.118,0.1450
4-Nov-07,4.263,4.263,4.263,4.263,-0.0070
28-Oct-07,4.256,4.256,4.256,4.256,0.0640
21-Oct-07,4.32,4.32,4.32,4.32,0.0580
14-Oct-07,4.378,4.378,4.378,4.378,0.0560
7-Oct-07,4.434,4.434,4.434,4.434,-0.1190
30-Sep-07,4.315,4.315,4.315,4.315,0.0810
23-Sep-07,4.396,4.396,4.396,4.396,0.0880
16-Sep-07,4.484,4.484,4.484,4.484,-0.1270
9-Sep-07,4.357,4.357,4.357,4.357,-0.0020
2-Sep-07,4.355,4.355,4.355,4.355,0.0080
26-Aug-07,4.363,4.363,4.363,4.363,0.0340
19-Aug-07,4.397,4.397,4.397,4.397,0.0430
12-Aug-07,4.44,4.44,4.44,4.44,0.0860
5-Aug-07,4.526,4.526,4.526,4.526,-0.0270
29-Jul-07,4.499,4.499,4.499,4.499,0.0270
22-Jul-07,4.526,4.526,4.526,4.526,0.0840
15-Jul-07,4.61,4.61,4.61,4.61,0.0560
8-Jul-07,4.666,4.666,4.666,4.666,-0.0250
1-Jul-07,4.641,4.641,4.641,4.641,-0.0130
24-Jun-07,4.628,4.628,4.628,4.628,0.0490
17-Jun-07,4.677,4.677,4.677,4.677,0.0160
10-Jun-07,4.693,4.693,4.693,4.693,-0.0770
3-Jun-07,4.616,4.616,4.616,4.616,-0.1280
27-May-07,4.488,4.488,4.488,4.488,-0.0800
20-May-07,4.408,4.408,4.408,4.408,-0.1040
13-May-07,4.304,4.304,4.304,4.304,-0.1120
6-May-07,4.192,4.192,4.192,4.192,0.0290
29-Apr-07,4.221,4.221,4.221,4.221,-0.0270
22-Apr-07,4.194,4.194,4.194,4.194,-0.0050
15-Apr-07,4.189,4.189,4.189,4.189,0.0040
8-Apr-07,4.193,4.193,4.193,4.193,-0.0820
1-Apr-07,4.111,4.111,4.111,4.111,0.0060
25-Mar-07,4.117,4.117,4.117,4.117,-0.0050
18-Mar-07,4.112,4.112,4.112,4.112,-0.0930
11-Mar-07,4.019,4.019,4.019,4.019,-0.0400
4-Mar-07,3.979,3.979,3.979,3.979,0.0480
25-Feb-07,4.027,4.027,4.027,4.027,0.1100
18-Feb-07,4.137,4.137,4.137,4.137,-0.0210
11-Feb-07,4.116,4.116,4.116,4.116,-0.0090
4-Feb-07,4.107,4.107,4.107,4.107,0.0920
28-Jan-07,4.199,4.199,4.199,4.199,0.0100
21-Jan-07,4.209,4.209,4.209,4.209,-0.0750
14-Jan-07,4.134,4.134,4.134,4.134,-0.0240
7-Jan-07,4.11,4.11,4.11,4.11,-0.1120
31-Dec-06,3.998,3.998,3.998,3.998,0.0830
24-Dec-06,4.081,4.081,4.081,4.081,-0.1080
17-Dec-06,3.973,3.973,3.973,3.973,0.0140
10-Dec-06,3.987,3.987,3.987,3.987,-0.0900
3-Dec-06,3.897,3.897,3.897,3.897,0.0040
26-Nov-06,3.901,3.901,3.901,3.901,0.0840
19-Nov-06,3.985,3.985,3.985,3.985,0.0520
12-Nov-06,4.037,4.037,4.037,4.037,-0.0070
5-Nov-06,4.03,4.03,4.03,4.03,-0.0060
29-Oct-06,4.024,4.024,4.024,4.024,0.0920
22-Oct-06,4.116,4.116,4.116,4.116,0.0670
15-Oct-06,4.183,4.183,4.183,4.183,-0.0380
8-Oct-06,4.145,4.145,4.145,4.145,-0.1330
1-Oct-06,4.012,4.012,4.012,4.012,-0.0180
24-Sep-06,3.994,3.994,3.994,3.994,0.0280
17-Sep-06,4.022,4.022,4.022,4.022,0.1070
10-Sep-06,4.129,4.129,4.129,4.129,0.0090
3-Sep-06,4.138,4.138,4.138,4.138,-0.0320
27-Aug-06,4.106,4.106,4.106,4.106,0.0960
20-Aug-06,4.202,4.202,4.202,4.202,0.0580
13-Aug-06,4.26,4.26,4.26,4.26,0.0770
6-Aug-06,4.337,4.337,4.337,4.337,-0.0020
30-Jul-06,4.335,4.335,4.335,4.335,0.0470
23-Jul-06,4.382,4.382,4.382,4.382,0.0410
16-Jul-06,4.423,4.423,4.423,4.423,0.0310
9-Jul-06,4.454,4.454,4.454,4.454,0.1420
2-Jul-06,4.596,4.596,4.596,4.596,-0.0060
25-Jun-06,4.59,4.59,4.59,4.59,-0.0290
18-Jun-06,4.561,4.561,4.561,4.561,-0.1700
11-Jun-06,4.391,4.391,4.391,4.391,-0.0700
4-Jun-06,4.321,4.321,4.321,4.321,0.0740
28-May-06,4.395,4.395,4.395,4.395,-0.0970
21-May-06,4.298,4.298,4.298,4.298,0.0200
14-May-06,4.318,4.318,4.318,4.318,0.1460
7-May-06,4.464,4.464,4.464,4.464,0.0110
30-Apr-06,4.475,4.475,4.475,4.475,0.0290
23-Apr-06,4.504,4.504,4.504,4.504,-0.0200
16-Apr-06,4.484,4.484,4.484,4.484,-0.0820
9-Apr-06,4.402,4.402,4.402,4.402,-0.0590
2-Apr-06,4.343,4.343,4.343,4.343,-0.0670
26-Mar-06,4.276,4.276,4.276,4.276,-0.0870
19-Mar-06,4.189,4.189,4.189,4.189,-0.0750
12-Mar-06,4.114,4.114,4.114,4.114,0.1020
5-Mar-06,4.216,4.216,4.216,4.216,-0.0300
26-Feb-06,4.186,4.186,4.186,4.186,-0.0530
19-Feb-06,4.133,4.133,4.133,4.133,0.0600
12-Feb-06,4.193,4.193,4.193,4.193,0.0150
5-Feb-06,4.208,4.208,4.208,4.208,-0.0220
29-Jan-06,4.186,4.186,4.186,4.186,-0.0450
22-Jan-06,4.141,4.141,4.141,4.141,-0.1410
15-Jan-06,4,4,4,4,0.0290
8-Jan-06,4.029,4.029,4.029,4.029,-0.0790
1-Jan-06,3.95,3.95,3.95,3.95,0.0110
25-Dec-05,3.961,3.961,3.961,3.961,0.0450
18-Dec-05,4.006,4.006,4.006,4.006,0.0630
11-Dec-05,4.069,4.069,4.069,4.069,-0.0240
4-Dec-05,4.045,4.045,4.045,4.045,0.0170
27-Nov-05,4.062,4.062,4.062,4.062,-0.0510
20-Nov-05,4.011,4.011,4.011,4.011,0.0640
13-Nov-05,4.075,4.075,4.075,4.075,0.0850
6-Nov-05,4.16,4.16,4.16,4.16,0.0230
30-Oct-05,4.183,4.183,4.183,4.183,-0.0360
23-Oct-05,4.147,4.147,4.147,4.147,-0.0880
16-Oct-05,4.059,4.059,4.059,4.059,-0.0110
